AirportCode,WeatherDate,Snow,Rain,Fog,Storm,Precipitation,Hail,Light,Moderate,Heavy,Severe,UNK,Other,AM/PM
ATL,2019-12-29,0,1,0,0,0,0,1,0,0,0,0,0,1
ATL,2019-12-30,0,1,0,0,0,0,1,0,0,0,0,0,0
SEA,2019-12-26,0,0,1,0,0,0,0,0,0,1,0,0,0
SEA,2019-12-26,0,0,1,0,0,0,0,0,0,1,0,0,1
SEA,2019-12-27,0,1,0,0,0,0,1,0,0,0,0,0,0
SEA,2019-12-28,0,1,0,0,0,0,1,0,0,0,0,0,0
SEA,2019-12-30,0,1,0,0,0,0,1,0,0,0,0,0,0
SEA,2019-12-30,0,0,1,0,0,0,0,0,0,1,0,0,1
SEA,2019-12-30,0,1,0,0,0,0,1,0,0,0,0,0,1
SEA,2019-12-30,0,0,1,0,0,0,0,0,0,1,0,0,1
SEA,2019-12-31,0,1,0,0,0,0,1,0,0,0,0,0,0
SEA,2019-12-31,0,1,0,0,0,0,1,0,0,0,0,0,0
SEA,2019-12-31,0,1,0,0,0,0,1,0,0,0,0,0,0
SEA,2019-12-31,0,1,0,0,0,0,1,0,0,0,0,0,1
SEA,2019-12-31,0,1,0,0,0,0,1,0,0,0,0,0,1
SFO,2019-12-25,0,1,0,0,0,0,1,0,0,0,0,0,0
SFO,2019-12-25,0,1,0,0,0,0,1,0,0,0,0,0,0
SFO,2019-12-29,0,1,0,0,0,0,1,0,0,0,0,0,1
SFO,2019-12-29,0,1,0,0,0,0,0,1,0,0,0,0,1
SFO,2019-12-30,0,1,0,0,0,0,1,0,0,0,0,0,0
SFO,2019-12-30,0,1,0,0,0,0,1,0,0,0,0,0,0
SFO,2019-12-30,0,1,0,0,0,0,0,1,0,0,0,0,0
SFO,2019-12-30,0,1,0,0,0,0,1,0,0,0,0,0,0
CLT,2019-12-29,0,1,0,0,0,0,1,0,0,0,0,0,0
CLT,2019-12-29,0,0,1,0,0,0,0,0,0,1,0,0,0
CLT,2019-12-29,0,1,0,0,0,0,1,0,0,0,0,0,0
CLT,2019-12-29,0,1,0,0,0,0,1,0,0,0,0,0,0
CLT,2019-12-29,0,0,1,0,0,0,0,0,0,1,0,0,1
CLT,2019-12-29,0,1,0,0,0,0,1,0,0,0,0,0,1
CLT,2019-12-29,0,1,0,0,0,0,1,0,0,0,0,0,1
CLT,2019-12-30,0,1,0,0,0,0,1,0,0,0,0,0,0
PHX,2019-12-25,0,1,0,0,0,0,1,0,0,0,0,0,1
PHX,2019-12-27,0,1,0,0,0,0,1,0,0,0,0,0,0
PHX,2019-12-27,0,1,0,0,0,0,1,0,0,0,0,0,0
PHX,2019-12-27,0,1,0,0,0,0,1,0,0,0,0,0,1
PHX,2019-12-27,0,1,0,0,0,0,1,0,0,0,0,0,1
IAH,2019-12-25,0,0,1,0,0,0,0,1,0,0,0,0,0
IAH,2019-12-26,0,0,1,0,0,0,0,0,0,1,0,0,0
IAH,2019-12-26,0,0,1,0,0,0,0,0,0,1,0,0,0
IAH,2019-12-27,0,0,1,0,0,0,0,1,0,0,0,0,0
IAH,2019-12-27,0,0,1,0,0,0,0,0,0,1,0,0,0
IAH,2019-12-28,0,0,1,0,0,0,0,0,0,1,0,0,0
IAH,2019-12-28,0,1,0,0,0,0,1,0,0,0,0,0,1
IAH,2019-12-28,0,0,1,0,0,0,0,0,0,1,0,0,1
IAH,2019-12-28,0,1,0,0,0,0,1,0,0,0,0,0,1
IAH,2019-12-29,0,1,0,0,0,0,1,0,0,0,0,0,0
IAH,2019-12-29,0,1,0,0,0,0,1,0,0,0,0,0,0
IAH,2019-12-29,0,1,0,0,0,0,1,0,0,0,0,0,0
IAH,2019-12-29,0,1,0,0,0,0,1,0,0,0,0,0,0
IAH,2019-12-29,0,1,0,0,0,0,1,0,0,0,0,0,1
IAH,2019-12-29,0,0,0,0,1,0,0,0,0,0,1,0,1
IAH,2019-12-29,0,1,0,0,0,0,0,0,1,0,0,0,1
IAH,2019-12-29,0,1,0,0,0,0,1,0,0,0,0,0,1
